com.amazon.alexa:ask-sdk-model-runtime;com.amazon.alexa;ask-sdk-model-runtime
net.exoego:aws-lambda-scalajs-facade_sjs1_2.13;net.exoego;aws-lambda-scalajs-facade_sjs1_2.13
net.exoego:aws-lambda-scalajs-facade_sjs1_3;net.exoego;aws-lambda-scalajs-facade_sjs1_3
io.github.zhangbinhub.acp.dependency:acp-dependency;io.github.zhangbinhub.acp.dependency;acp-dependency
io.github.zhangbinhub.acp.core:acp-packet;io.github.zhangbinhub.acp.core;acp-packet
io.github.zhangbinhub.acp.core:acp-message;io.github.zhangbinhub.acp.core;acp-message
io.github.zhangbinhub.acp.core:acp-ftp;io.github.zhangbinhub.acp.core;acp-ftp
io.github.zhangbinhub.acp.core:acp-file;io.github.zhangbinhub.acp.core;acp-file
io.github.zhangbinhub.acp.core:acp-core;io.github.zhangbinhub.acp.core;acp-core
io.github.zhangbinhub.acp.core:acp-client;io.github.zhangbinhub.acp.core;acp-client
io.github.zhangbinhub.acp.cloud:acp-spring-cloud-starter;io.github.zhangbinhub.acp.cloud;acp-spring-cloud-starter
io.github.zhangbinhub.acp.boot:acp-spring-boot-starter-ftp;io.github.zhangbinhub.acp.boot;acp-spring-boot-starter-ftp
io.github.zhangbinhub.acp.boot:acp-spring-boot-starter;io.github.zhangbinhub.acp.boot;acp-spring-boot-starter
org.apache.geode:geode-redis;org.apache.geode;geode-redis
dev.bantu.api:bantu-accounts-api;dev.bantu.api;bantu-accounts-api
io.github.tyczj:tweedle-iosx64;io.github.tyczj;tweedle-iosx64
io.github.tyczj:tweedle-iosarm64;io.github.tyczj;tweedle-iosarm64
me.jinghong:gradle-oss-demo;me.jinghong;gradle-oss-demo
io.bitbucket.supportomateinc.smpp:ui-management;io.bitbucket.supportomateinc.smpp;ui-management
io.bitbucket.supportomateinc.smpp:bootstrap-wildfly;io.bitbucket.supportomateinc.smpp;bootstrap-wildfly
io.bitbucket.supportomateinc.smpp:core;io.bitbucket.supportomateinc.smpp;core
io.bitbucket.supportomateinc.smpp:bootstrap;io.bitbucket.supportomateinc.smpp;bootstrap
io.bitbucket.supportomateinc.smpp:smpp-extensions-parent;io.bitbucket.supportomateinc.smpp;smpp-extensions-parent
io.bitbucket.supportomateinc.smpp:smpp-cli;io.bitbucket.supportomateinc.smpp;smpp-cli
io.bitbucket.supportomateinc.smpp:smpp-extensions;io.bitbucket.supportomateinc.smpp;smpp-extensions
com.genesys:engagement-java;com.genesys;engagement-java
com.genesys:workspace;com.genesys;workspace
com.genesys:provisioning;com.genesys;provisioning
com.genesys:authentication;com.genesys;authentication
com.liferay:com.liferay.site.initializer.raylife;com.liferay;com.liferay.site.initializer.raylife
io.soffa.foundation:foundation-gradle-plugin;io.soffa.foundation;foundation-gradle-plugin
io.github.amayaframework:gson-impl;io.github.amayaframework;gson-impl
io.bitbucket.supportomateinc:restcomm-parent;io.bitbucket.supportomateinc;restcomm-parent
com.github.albfernandez:jboss-el;com.github.albfernandez;jboss-el
nz.ac.waikato.cms.weka:tiny-weka;nz.ac.waikato.cms.weka;tiny-weka
com.github.fracpete:mini-weka;com.github.fracpete;mini-weka
dev.zio:zio-morphir-annotation_2.12;dev.zio;zio-morphir-annotation_2.12
dev.zio:zio-morphir-core_2.12;dev.zio;zio-morphir-core_2.12
dev.zio:zio-morphir-core_sjs1_2.12;dev.zio;zio-morphir-core_sjs1_2.12
dev.zio:zio-morphir-interpreter_2.12;dev.zio;zio-morphir-interpreter_2.12
dev.zio:zio-morphir-interpreter_2.13;dev.zio;zio-morphir-interpreter_2.13
dev.zio:zio-morphir-interpreter_3;dev.zio;zio-morphir-interpreter_3
dev.zio:zio-morphir-interpreter_sjs1_2.13;dev.zio;zio-morphir-interpreter_sjs1_2.13
dev.zio:zio-morphir-ir_2.12;dev.zio;zio-morphir-ir_2.12
dev.zio:zio-morphir-sdk_2.12;dev.zio;zio-morphir-sdk_2.12
dev.zio:zio-morphir-sdk_sjs1_2.12;dev.zio;zio-morphir-sdk_sjs1_2.12
dev.zio:zio-morphir-sdk_sjs1_2.13;dev.zio;zio-morphir-sdk_sjs1_2.13
dev.zio:zio-morphir-sdk_sjs1_3;dev.zio;zio-morphir-sdk_sjs1_3
dev.zio:zio-morphir-sexpr_sjs1_2.12;dev.zio;zio-morphir-sexpr_sjs1_2.12
dev.zio:zio-morphir-annotation_sjs1_2.12;dev.zio;zio-morphir-annotation_sjs1_2.12
dev.zio:zio-morphir-interpreter_sjs1_2.12;dev.zio;zio-morphir-interpreter_sjs1_2.12
dev.zio:zio-morphir-interpreter_sjs1_3;dev.zio;zio-morphir-interpreter_sjs1_3
dev.zio:zio-morphir-ir_sjs1_2.12;dev.zio;zio-morphir-ir_sjs1_2.12
dev.zio:zio-morphir-sexpr_2.12;dev.zio;zio-morphir-sexpr_2.12
co.actioniq:vault-utilities;co.actioniq;vault-utilities
org.webjars.bowergithub.patlux:bootstrap-tabcollapse;org.webjars.bowergithub.patlux;bootstrap-tabcollapse
org.opendaylight.odlparent:odl-jackson-2.12;org.opendaylight.odlparent;odl-jackson-2.12
com.capacitorjs:storage;com.capacitorjs;storage
com.paritytrading.nassau:nassau-util;com.paritytrading.nassau;nassau-util
com.paritytrading.nassau:nassau-core;com.paritytrading.nassau;nassau-core
com.paritytrading.nassau:nassau-parent;com.paritytrading.nassau;nassau-parent
org.pitest:pitest-rv-plugin;org.pitest;pitest-rv-plugin
io.debezium:debezium-connector-cassandra;io.debezium;debezium-connector-cassandra
com.syntifi.near:borshj;com.syntifi.near;borshj
com.norswap:utils;com.norswap;utils
com.arasthel.navigation:navigation;com.arasthel.navigation;navigation
com.arasthel.navigation:navigation-processor;com.arasthel.navigation;navigation-processor
dev.zio:zio-morphir-ir_2.12;dev.zio;zio-morphir-ir_2.12
dev.zio:zio-morphir-sdk_2.12;dev.zio;zio-morphir-sdk_2.12
dev.zio:zio-morphir-sdk_sjs1_2.12;dev.zio;zio-morphir-sdk_sjs1_2.12
dev.zio:zio-morphir-sdk_sjs1_2.13;dev.zio;zio-morphir-sdk_sjs1_2.13
dev.zio:zio-morphir-sdk_sjs1_3;dev.zio;zio-morphir-sdk_sjs1_3
dev.zio:zio-morphir-sexpr_sjs1_2.12;dev.zio;zio-morphir-sexpr_sjs1_2.12
dev.zio:zio-morphir-annotation_sjs1_2.12;dev.zio;zio-morphir-annotation_sjs1_2.12
dev.zio:zio-morphir-interpreter_sjs1_2.12;dev.zio;zio-morphir-interpreter_sjs1_2.12
dev.zio:zio-morphir-interpreter_sjs1_3;dev.zio;zio-morphir-interpreter_sjs1_3
dev.zio:zio-morphir-ir_sjs1_2.12;dev.zio;zio-morphir-ir_sjs1_2.12
dev.zio:zio-morphir-sexpr_2.12;dev.zio;zio-morphir-sexpr_2.12
co.actioniq:vault-utilities;co.actioniq;vault-utilities
org.webjars.bowergithub.patlux:bootstrap-tabcollapse;org.webjars.bowergithub.patlux;bootstrap-tabcollapse
org.opendaylight.odlparent:odl-jackson-2.12;org.opendaylight.odlparent;odl-jackson-2.12
com.capacitorjs:storage;com.capacitorjs;storage
com.paritytrading.nassau:nassau-util;com.paritytrading.nassau;nassau-util
com.paritytrading.nassau:nassau-core;com.paritytrading.nassau;nassau-core
com.paritytrading.nassau:nassau-parent;com.paritytrading.nassau;nassau-parent
org.pitest:pitest-rv-plugin;org.pitest;pitest-rv-plugin
io.debezium:debezium-connector-cassandra;io.debezium;debezium-connector-cassandra
com.syntifi.near:borshj;com.syntifi.near;borshj
com.norswap:utils;com.norswap;utils
com.arasthel.navigation:navigation;com.arasthel.navigation;navigation
com.arasthel.navigation:navigation-processor;com.arasthel.navigation;navigation-processor
com.47deg:sbt-energymonitor724599971;com.47deg;sbt-energymonitor
io.github.o1i0:o1i0-spring-boot-starter;io.github.o1i0;o1i0-spring-boot-starter
com.montecarlodata:spline-extensions_2.11;com.montecarlodata;spline-extensions_2.11
com.montecarlodata:spline-extensions_2.12;com.montecarlodata;spline-extensions_2.12
com.fathzer:cve-reporter-core;com.fathzer;cve-reporter-core
com.atlassian:nadel-engine;com.atlassian;nadel-engine
org.aksw.commons:subgraph-isomorphism-index-jgrapht;org.aksw.commons;subgraph-isomorphism-index-jgrapht
org.aksw.commons:subgraph-isomorphism-index-jena;org.aksw.commons;subgraph-isomorphism-index-jena
org.aksw.commons:subgraph-isomorphism-index-parent;org.aksw.commons;subgraph-isomorphism-index-parent
org.aksw.commons:subgraph-isomorphism-index-core;org.aksw.commons;subgraph-isomorphism-index-core
org.aksw.commons:jena-jgrapht-bindings;org.aksw.commons;jena-jgrapht-bindings
io.joern:py2cpg_2.13;io.joern;py2cpg_2.13
io.github.whilein:wredis-nio-impl;io.github.whilein;wredis-nio-impl
io.github.whilein:wredis-api;io.github.whilein;wredis-api
com.yahoo.oak:nexus-deploy-stub;com.yahoo.oak;nexus-deploy-stub
com.yahoo.oak:oak;com.yahoo.oak;oak
com.yahoo.oak:root;com.yahoo.oak;root
com.github.luoshu-open:luoshu-shiro-redis;com.github.luoshu-open;luoshu-shiro-redis
org.aksw.commons:tagmap-parent;org.aksw.commons;tagmap-parent
org.jeecgframework.cloud:sentinel-dashboard;org.jeecgframework.cloud;sentinel-dashboard
org.aksw.commons:tagmap-core;org.aksw.commons;tagmap-core
uk.ac.rdg.resc:ncWMS;uk.ac.rdg.resc;ncWMS
dev.specto:specto-android-core;dev.specto;specto-android-core
dev.specto:specto-android-testing-shared;dev.specto;specto-android-testing-shared
com.scientiamobile.wurflcloud:client-java;com.scientiamobile.wurflcloud;client-java
fr.lixbox.lixbox-param:lixbox-param-ui;fr.lixbox.lixbox-param;lixbox-param-ui
fr.lixbox.lixbox-param:lixbox-param-core;fr.lixbox.lixbox-param;lixbox-param-core
fr.lixbox.lixbox-param:lixbox-param-client;fr.lixbox.lixbox-param;lixbox-param-client
fr.lixbox.lixbox-param:lixbox-param-api;fr.lixbox.lixbox-param;lixbox-param-api
fr.lixbox.lixbox-cache:lixbox-cache-ui;fr.lixbox.lixbox-cache;lixbox-cache-ui
fr.lixbox.lixbox-cache:lixbox-cache-core;fr.lixbox.lixbox-cache;lixbox-cache-core
io.xream.x7:x7-reyc;io.xream.x7;x7-reyc
fr.lixbox.lixbox-registry:lixbox-registry-ui;fr.lixbox.lixbox-registry;lixbox-registry-ui
fr.lixbox.lixbox-registry:lixbox-registry-core;fr.lixbox.lixbox-registry;lixbox-registry-core
io.github.zxgangandy:base-codegen;io.github.zxgangandy;base-codegen
io.github.zxgangandy:base-feign;io.github.zxgangandy;base-feign
io.github.zxgangandy:base-utils;io.github.zxgangandy;base-utils
io.github.zxgangandy:base-lock;io.github.zxgangandy;base-lock
io.github.zxgangandy:base-apollo;io.github.zxgangandy;base-apollo
io.github.zxgangandy:base-idgen;io.github.zxgangandy;base-idgen
io.github.zxgangandy:base-eureka;io.github.zxgangandy;base-eureka
com.github.chuangwu:adapter;com.github.chuangwu;adapter
io.github.zxgangandy:jingwei-base;io.github.zxgangandy;jingwei-base
com.nrinaudo:kantan.repl-sbt-site724599971;com.nrinaudo;kantan.repl-sbt-site
com.nrinaudo:kantan.repl-sbt724599971;com.nrinaudo;kantan.repl-sbt
fr.lixbox.lixbox-security:lixbox-jaas-core;fr.lixbox.lixbox-security;lixbox-jaas-core
fr.lixbox.lixbox-security:lixbox-jaas-cert;fr.lixbox.lixbox-security;lixbox-jaas-cert
fr.lixbox.lixbox-security:lixbox-jaas-basic;fr.lixbox.lixbox-security;lixbox-jaas-basic
com.gitee.RabbitNoTeeth:bedrock;com.gitee.RabbitNoTeeth;bedrock
com.gitee.RabbitNoTeeth:bedrock-snmp;com.gitee.RabbitNoTeeth;bedrock-snmp
com.gitee.RabbitNoTeeth:bedrock-core;com.gitee.RabbitNoTeeth;bedrock-core
com.gitee.RabbitNoTeeth:bedrock-mqtt;com.gitee.RabbitNoTeeth;bedrock-mqtt
io.siddhi.extension.io.grpc:siddhi-io-grpc-parent;io.siddhi.extension.io.grpc;siddhi-io-grpc-parent
com.gitee.RabbitNoTeeth:bedrock-http;com.gitee.RabbitNoTeeth;bedrock-http
com.uetty:common-excel;com.uetty;common-excel
io.github.seuicapp:smdkwrapper;io.github.seuicapp;smdkwrapper
org.webjars.bower:gridstack;org.webjars.bower;gridstack
com.github.xuwei-k:play-ws-standalone-xml_2.13;com.github.xuwei-k;play-ws-standalone-xml_2.13
com.github.xuwei-k:shaded-asynchttpclient;com.github.xuwei-k;shaded-asynchttpclient
com.github.xuwei-k:play-ws-standalone-json_2.13;com.github.xuwei-k;play-ws-standalone-json_2.13
com.github.xuwei-k:play-ahc-ws-standalone_2.13;com.github.xuwei-k;play-ahc-ws-standalone_2.13
com.github.xuwei-k:play-ws-standalone_2.13;com.github.xuwei-k;play-ws-standalone_2.13
com.github.xuwei-k:shaded-oauth;com.github.xuwei-k;shaded-oauth
org.webjars.bowergithub.datatables:datatablessrc;org.webjars.bowergithub.datatables;datatablessrc
org.webjars.bowergithub.datatables:dist-datatables-responsive-bootstrap5;org.webjars.bowergithub.datatables;dist-datatables-responsive-bootstrap5
io.github.eb4j:stardict4j;io.github.eb4j;stardict4j
org.wso2.webharvest:webharvest-core;org.wso2.webharvest;webharvest-core
org.wso2.identity.apps:sms-otp-authentication-portal;org.wso2.identity.apps;sms-otp-authentication-portal
jp.co.cyberagent.lounge:lounge-paging;jp.co.cyberagent.lounge;lounge-paging
jp.co.cyberagent.lounge:lounge-navigation;jp.co.cyberagent.lounge;lounge-navigation
jp.co.cyberagent.lounge:lounge-material;jp.co.cyberagent.lounge;lounge-material
jp.co.cyberagent.lounge:lounge-databinding;jp.co.cyberagent.lounge;lounge-databinding
jp.co.cyberagent.lounge:lounge;jp.co.cyberagent.lounge;lounge
cn.shanyaliux:serialport;cn.shanyaliux;serialport
com.wavefront:proxy-test-2;com.wavefront;proxy-test-2
co.actioniq:coursier-s3_2.11;co.actioniq;coursier-s3_2.11
co.actioniq:coursier-s3_2.13;co.actioniq;coursier-s3_2.13
co.actioniq:coursier-s3_2.12;co.actioniq;coursier-s3_2.12
dev.the-fireplace:Mob-Rebirth;dev.the-fireplace;Mob-Rebirth
io.dataease:dataease-plugins;io.dataease;dataease-plugins
jp.bucketeer:sdk-android;jp.bucketeer;sdk-android
work.shart:poi-util;work.shart;poi-util
io.github.eb4j:mdict4j;io.github.eb4j;mdict4j
org.wso2.orbit.org.webharvest:webharvest-core;org.wso2.orbit.org.webharvest;webharvest-core
dev.madetobuild.typedconfig:dev.madetobuild.typedconfig.gradle.plugin;dev.madetobuild.typedconfig;dev.madetobuild.typedconfig.gradle.plugin
dev.madetobuild.typedconfig:typedconfig-gradle-plugin;dev.madetobuild.typedconfig;typedconfig-gradle-plugin
dev.madetobuild.typedconfig:runtime-source-json;dev.madetobuild.typedconfig;runtime-source-json
dev.madetobuild.typedconfig:runtime-module-koin;dev.madetobuild.typedconfig;runtime-module-koin
dev.madetobuild.typedconfig:runtime-interfaces;dev.madetobuild.typedconfig;runtime-interfaces
dev.madetobuild.typedconfig:runtime;dev.madetobuild.typedconfig;runtime
dev.madetobuild.typedconfig:codegen;dev.madetobuild.typedconfig;codegen
io.github.shiruka:protocol;io.github.shiruka;protocol
com.github.auties00:bytebuffer;com.github.auties00;bytebuffer
fr.spacefox:confusable-homoglyphs;fr.spacefox;confusable-homoglyphs
us.springett:alpine;us.springett;alpine
fr.adbonnin.cz2128:cz2128;fr.adbonnin.cz2128;cz2128
io.github.phillima:asniffer;io.github.phillima;asniffer
org.webjars.npm:github-com-nightswinger-vue-fomantic-ui;org.webjars.npm;github-com-nightswinger-vue-fomantic-ui
io.bitbucket.supportomateinc:restcomm-connect.asr.google;io.bitbucket.supportomateinc;restcomm-connect.asr.google
io.bitbucket.supportomateinc:restcomm-connect.extension.controller;io.bitbucket.supportomateinc;restcomm-connect.extension.controller
io.bitbucket.supportomateinc:restcomm-connect.testsuite;io.bitbucket.supportomateinc;restcomm-connect.testsuite
io.bitbucket.supportomateinc:restcomm-connect.tts.att;io.bitbucket.supportomateinc;restcomm-connect.tts.att
io.bitbucket.supportomateinc:restcomm-connect.mscontrol.api;io.bitbucket.supportomateinc;restcomm-connect.mscontrol.api
io.bitbucket.supportomateinc:restcomm-connect.interpreter;io.bitbucket.supportomateinc;restcomm-connect.interpreter
io.bitbucket.supportomateinc:restcomm-connect.email.api;io.bitbucket.supportomateinc;restcomm-connect.email.api
io.bitbucket.supportomateinc:restcomm-connect.tts.voicerss;io.bitbucket.supportomateinc;restcomm-connect.tts.voicerss
io.bitbucket.supportomateinc:restcomm-connect.tts.acapela;io.bitbucket.supportomateinc;restcomm-connect.tts.acapela
io.bitbucket.supportomateinc:restcomm-connect.dns.api;io.bitbucket.supportomateinc;restcomm-connect.dns.api
io.bitbucket.supportomateinc:restcomm-connect.email;io.bitbucket.supportomateinc;restcomm-connect.email
io.bitbucket.supportomateinc:restcomm-connect.provisioning.number.nexmo;io.bitbucket.supportomateinc;restcomm-connect.provisioning.number.nexmo
io.bitbucket.supportomateinc:restcomm-connect.sdr.api;io.bitbucket.supportomateinc;restcomm-connect.sdr.api
io.bitbucket.supportomateinc:restcomm-connect.commons;io.bitbucket.supportomateinc;restcomm-connect.commons
io.bitbucket.supportomateinc:restcomm-connect.identity;io.bitbucket.supportomateinc;restcomm-connect.identity
io.bitbucket.supportomateinc:restcomm-connect;io.bitbucket.supportomateinc;restcomm-connect
io.bitbucket.supportomateinc:restcomm-connect.http;io.bitbucket.supportomateinc;restcomm-connect.http
io.bitbucket.supportomateinc:restcomm-connect.mscontrol.jsr309;io.bitbucket.supportomateinc;restcomm-connect.mscontrol.jsr309
io.bitbucket.supportomateinc:restcomm-connect.sms;io.bitbucket.supportomateinc;restcomm-connect.sms
io.bitbucket.supportomateinc:restcomm-connect.sms.api;io.bitbucket.supportomateinc;restcomm-connect.sms.api
io.bitbucket.supportomateinc:restcomm-connect.mrb.api;io.bitbucket.supportomateinc;restcomm-connect.mrb.api
io.bitbucket.supportomateinc:restcomm-connect.provisioning.number.api;io.bitbucket.supportomateinc;restcomm-connect.provisioning.number.api
io.bitbucket.supportomateinc:restcomm-connect.asr;io.bitbucket.supportomateinc;restcomm-connect.asr
io.bitbucket.supportomateinc:restcomm-connect-management;io.bitbucket.supportomateinc;restcomm-connect-management
io.bitbucket.supportomateinc:restcomm-connect.mscontrol.mms;io.bitbucket.supportomateinc;restcomm-connect.mscontrol.mms
io.bitbucket.supportomateinc:restcomm-connect.routing;io.bitbucket.supportomateinc;restcomm-connect.routing
io.bitbucket.supportomateinc:restcomm-connect.provisioning.number.bandwidth;io.bitbucket.supportomateinc;restcomm-connect.provisioning.number.bandwidth
io.bitbucket.supportomateinc:restcomm-connect.dao;io.bitbucket.supportomateinc;restcomm-connect.dao
io.bitbucket.supportomateinc:restcomm-connect.application;io.bitbucket.supportomateinc;restcomm-connect.application
io.bitbucket.supportomateinc:restcomm-connect.tts.awspolly;io.bitbucket.supportomateinc;restcomm-connect.tts.awspolly
io.bitbucket.supportomateinc:restcomm-connect.mrb;io.bitbucket.supportomateinc;restcomm-connect.mrb
io.bitbucket.supportomateinc:restcomm-connect.telephony.api;io.bitbucket.supportomateinc;restcomm-connect.telephony.api
io.bitbucket.supportomateinc:restcomm-connect.monitoring.service;io.bitbucket.supportomateinc;restcomm-connect.monitoring.service
io.bitbucket.supportomateinc:restcomm-connect.provisioning.number.vi;io.bitbucket.supportomateinc;restcomm-connect.provisioning.number.vi
io.bitbucket.supportomateinc:restcomm-connect.core;io.bitbucket.supportomateinc;restcomm-connect.core
io.bitbucket.supportomateinc:restcomm-connect.provisioning.number.voxbone;io.bitbucket.supportomateinc;restcomm-connect.provisioning.number.voxbone
io.bitbucket.supportomateinc:restcomm-connect.telephony;io.bitbucket.supportomateinc;restcomm-connect.telephony
io.bitbucket.supportomateinc:restcomm-connect.tts.api;io.bitbucket.supportomateinc;restcomm-connect.tts.api
io.bitbucket.supportomateinc:restcomm-connect.extension.api;io.bitbucket.supportomateinc;restcomm-connect.extension.api
io.bitbucket.supportomateinc:restcomm-connect.mgcp;io.bitbucket.supportomateinc;restcomm-connect.mgcp
io.bitbucket.supportomateinc:restcomm-connect.fax;io.bitbucket.supportomateinc;restcomm-connect.fax
io.bitbucket.supportomateinc:restcomm-connect.ussd;io.bitbucket.supportomateinc;restcomm-connect.ussd
io.github.irundaia:sbt-sassify724599971;io.github.irundaia;sbt-sassify
