io.github.youngtaekh:android-util;io.github.youngtaekh;android-util
com.github.lolgab:snunit-mill-plugin_2.13;com.github.lolgab;snunit-mill-plugin_2.13
uk.gov.ida:gds-metrics-dropwizard;uk.gov.ida;gds-metrics-dropwizard
org.webjars.npm:datadog__browser-rum;org.webjars.npm;datadog__browser-rum
org.webjars.npm:datadog__browser-rum-core;org.webjars.npm;datadog__browser-rum-core
com.globalmentor:globalmentor-text-elff;com.globalmentor;globalmentor-text-elff
org.webjars.npm:datadog__browser-core;org.webjars.npm;datadog__browser-core
com.kohlschutter.junixsocket:junixsocket-parent;com.kohlschutter.junixsocket;junixsocket-parent
org.webjars.bowergithub.datatables:plugins;org.webjars.bowergithub.datatables;plugins
no.nordicsemi.android:memfault;no.nordicsemi.android;memfault
io.github.skylot:jdwp;io.github.skylot;jdwp
io.github.alexarchambault:scalacon-2022-demo_3;io.github.alexarchambault;scalacon-2022-demo_3
com.globalmentor:globalmentor-text-directory-vcard;com.globalmentor;globalmentor-text-directory-vcard
com.globalmentor:globalmentor-vcard;com.globalmentor;globalmentor-vcard
com.globalmentor:globalmentor-text-directory;com.globalmentor;globalmentor-text-directory
com.globalmentor:vcardcat;com.globalmentor;vcardcat
com.hubject.datex:convert;com.hubject.datex;convert
io.github.mhqz:geckoview-ceno-arm64-v8a;io.github.mhqz;geckoview-ceno-arm64-v8a
org.webjars.npm:github-com-pa7-heatmap-js;org.webjars.npm;github-com-pa7-heatmap-js
org.keycloak:keycloak-server-dist;org.keycloak;keycloak-server-dist
org.keycloak:keycloak-server-galleon-pack;org.keycloak;keycloak-server-galleon-pack
org.keycloak:keycloak-server-feature-pack;org.keycloak;keycloak-server-feature-pack
land.sungbin:composable.reference.suppressor.plugin;land.sungbin;composable.reference.suppressor.plugin
org.keycloak:keycloak-server-feature-pack-dependencies;org.keycloak;keycloak-server-feature-pack-dependencies
land.sungbin.composable.reference.suppressor:land.sungbin.composable.reference.suppressor.gradle.plugin;land.sungbin.composable.reference.suppressor;land.sungbin.composable.reference.suppressor.gradle.plugin
org.keycloak:keycloak-wildfly-server-subsystem;org.keycloak;keycloak-wildfly-server-subsystem
org.keycloak:keycloak-wildfly-extensions;org.keycloak;keycloak-wildfly-extensions
org.keycloak:keycloak-wildfly-adduser;org.keycloak;keycloak-wildfly-adduser
org.keycloak:keycloak-wildfly-parent;org.keycloak;keycloak-wildfly-parent
org.casbin:shiro-casbin;org.casbin;shiro-casbin
nl.inl.blacklab:blacklab-tools;nl.inl.blacklab;blacklab-tools
nl.inl.blacklab:blacklab-text-pattern;nl.inl.blacklab;blacklab-text-pattern
nl.inl.blacklab:blacklab-instrumentation;nl.inl.blacklab;blacklab-instrumentation
nl.inl.blacklab:blacklab-engine;nl.inl.blacklab;blacklab-engine
nl.inl.blacklab:blacklab-instrumentation-impl;nl.inl.blacklab;blacklab-instrumentation-impl
nl.inl.blacklab:blacklab-query-parser;nl.inl.blacklab;blacklab-query-parser
nl.inl.blacklab:blacklab-util;nl.inl.blacklab;blacklab-util
nl.inl.blacklab:blacklab-common;nl.inl.blacklab;blacklab-common
nl.inl.blacklab:blacklab-legacy-docindexers;nl.inl.blacklab;blacklab-legacy-docindexers
nl.inl.blacklab:blacklab-server;nl.inl.blacklab;blacklab-server
nl.inl.blacklab:blacklab-content-store;nl.inl.blacklab;blacklab-content-store
nl.inl.blacklab:blacklab;nl.inl.blacklab;blacklab
nl.inl.blacklab:blacklab-convert-and-tag-indexer;nl.inl.blacklab;blacklab-convert-and-tag-indexer
nl.inl.blacklab:blacklab-all;nl.inl.blacklab;blacklab-all
nl.inl.blacklab:blacklab-mocks;nl.inl.blacklab;blacklab-mocks
io.github.javader:tianmei-common;io.github.javader;tianmei-common
com.guardsquare:proguard-assembler;com.guardsquare;proguard-assembler
eu.essilab:lablib-checkboxtree;eu.essilab;lablib-checkboxtree
org.scalameta:mtags_3.2.1-RC2;org.scalameta;mtags_3.2.1-RC2
org.scalameta:mtags_3.2.1-RC1;org.scalameta;mtags_3.2.1-RC1
org.scalameta:mtags_3.2.0-RC4;org.scalameta;mtags_3.2.0-RC4
org.scalameta:mtags_3.2.2-RC1-bin-20220930-fff8c0d-NIGHTLY;org.scalameta;mtags_3.2.2-RC1-bin-20220930-fff8c0d-NIGHTLY
org.scalameta:mtags_3.2.2-RC1-bin-20221003-5d1497d-NIGHTLY;org.scalameta;mtags_3.2.2-RC1-bin-20221003-5d1497d-NIGHTLY
org.scalameta:mtags_3.2.2-RC1-bin-20220926-9d574ce-NIGHTLY;org.scalameta;mtags_3.2.2-RC1-bin-20220926-9d574ce-NIGHTLY
org.scalameta:mtags_3.2.2-RC1-bin-20220927-731522a-NIGHTLY;org.scalameta;mtags_3.2.2-RC1-bin-20220927-731522a-NIGHTLY
org.scalameta:mtags_3.2.2-RC1-bin-20220929-19dcba5-NIGHTLY;org.scalameta;mtags_3.2.2-RC1-bin-20220929-19dcba5-NIGHTLY
org.scalameta:mtags_3.2.0-RC3;org.scalameta;mtags_3.2.0-RC3
io.github.houxinlin:mini-api;io.github.houxinlin;mini-api
org.wildfly:wildfly-channel-tools-cli;org.wildfly;wildfly-channel-tools-cli
org.openapitools.empoa:empoa-util;org.openapitools.empoa;empoa-util
org.openapitools.empoa:empoa-swagger-core;org.openapitools.empoa;empoa-swagger-core
org.openapitools.empoa:empoa-smallrye;org.openapitools.empoa;empoa-smallrye
org.openapitools.empoa:empoa-simple-models-impl;org.openapitools.empoa;empoa-simple-models-impl
org.openapitools.empoa:empoa-javapoet;org.openapitools.empoa;empoa-javapoet
org.openapitools.empoa:empoa-jackson-serializer;org.openapitools.empoa;empoa-jackson-serializer
org.openapitools.empoa:empoa-gson-serializer;org.openapitools.empoa;empoa-gson-serializer
org.openapitools.empoa:empoa-generator;org.openapitools.empoa;empoa-generator
org.openapitools.empoa:empoa-extended-tck;org.openapitools.empoa;empoa-extended-tck
io.javalin.community.openapi:openapi-test;io.javalin.community.openapi;openapi-test
io.github.alexarchambault:scalacon-demo_2.13;io.github.alexarchambault;scalacon-demo_2.13
com.contentgrid.thunx:thunx-dependencies;com.contentgrid.thunx;thunx-dependencies
com.elrond:erdjava;com.elrond;erdjava
net.kemitix:kemitix-trello;net.kemitix;kemitix-trello
io.github.weiyijian:file-service-qiniuyun-starter;io.github.weiyijian;file-service-qiniuyun-starter
io.github.weiyijian:file-service-tencentcloud-starter;io.github.weiyijian;file-service-tencentcloud-starter
io.github.weiyijian:file-service-aliyun-starter;io.github.weiyijian;file-service-aliyun-starter
io.github.weiyijian:file-service-minio-starter;io.github.weiyijian;file-service-minio-starter
io.github.weiyijian:common-utils;io.github.weiyijian;common-utils
io.github.weiyijian:xr-common-utils-starter;io.github.weiyijian;xr-common-utils-starter
com.imp2002:maven-release-example;com.imp2002;maven-release-example
io.github.h8000572003:commons-generator;io.github.h8000572003;commons-generator
io.github.nilinjie:dbgo-core;io.github.nilinjie;dbgo-core
io.github.nilinjie:dbgo-boot-starter;io.github.nilinjie;dbgo-boot-starter
io.github.nilinjie:dbgo;io.github.nilinjie;dbgo
com.github.thinker0.heron:heron-hdfs;com.github.thinker0.heron;heron-hdfs
com.github.thinker0.heron:heron-pulsar-client;com.github.thinker0.heron;heron-pulsar-client
com.github.thinker0.heron:heron-kafka-client;com.github.thinker0.heron;heron-kafka-client
com.github.thinker0.heron:heron-3rdparty;com.github.thinker0.heron;heron-3rdparty
com.github.thinker0.heron:heron-common;com.github.thinker0.heron;heron-common
org.isarnproject:isarn-sketches-spark_2.12;org.isarnproject;isarn-sketches-spark_2.12
com.yahoo.behaviorgraph:bgjvm;com.yahoo.behaviorgraph;bgjvm
io.github.alexarchambault.test:scalacon-demo_2.13;io.github.alexarchambault.test;scalacon-demo_2.13
fr.lehtto.maven.plugins:servermc-maven-plugin;fr.lehtto.maven.plugins;servermc-maven-plugin
org.rogmann.jsmud:jsmud-analysis;org.rogmann.jsmud;jsmud-analysis
org.rogmann.jsmud:jsmud-analysis-all;org.rogmann.jsmud;jsmud-analysis-all
com.github.gchudnov:bscript-translator_3;com.github.gchudnov;bscript-translator_3
com.github.gchudnov:bscript-builder_3;com.github.gchudnov;bscript-builder_3
com.github.gchudnov:bscript-b1_3;com.github.gchudnov;bscript-b1_3
com.github.gchudnov:bscript-interpreter_3;com.github.gchudnov;bscript-interpreter_3
com.github.gchudnov:bscript-lang_3;com.github.gchudnov;bscript-lang_3
com.github.gchudnov:bscript-rewriter_3;com.github.gchudnov;bscript-rewriter_3
com.github.gchudnov:bscript-serde_3;com.github.gchudnov;bscript-serde_3
com.github.gchudnov:bscript-inspector_3;com.github.gchudnov;bscript-inspector_3
org.bitbucket.cpointe.reinheitsgebot:reinheitsgebot-rules;org.bitbucket.cpointe.reinheitsgebot;reinheitsgebot-rules
org.bitbucket.cpointe.reinheitsgebot:reinheitsgebot-test;org.bitbucket.cpointe.reinheitsgebot;reinheitsgebot-test
org.bitbucket.cpointe.reinheitsgebot:reinheitsgebot;org.bitbucket.cpointe.reinheitsgebot;reinheitsgebot
com.github.michaelruocco:country-code-formatter;com.github.michaelruocco;country-code-formatter
com.wavefront:wavefront-dropwizard-metrics-sdk-java;com.wavefront;wavefront-dropwizard-metrics-sdk-java
io.github.mschout:spring-sliced-resources;io.github.mschout;spring-sliced-resources
io.trino.orc:orc-protobuf;io.trino.orc;orc-protobuf
io.branch.sdk.android:library-nsdk;io.branch.sdk.android;library-nsdk
com.sigpwned:uax29;com.sigpwned;uax29
org.webjars.npm:fontsource__fredoka-one;org.webjars.npm;fontsource__fredoka-one
net.kozelka.ai:libtorch-bundle;net.kozelka.ai;libtorch-bundle
org.talend.sdk.component:component-server-vault-proxy-image;org.talend.sdk.component;component-server-vault-proxy-image
org.talend.sdk.component:component-server-vault-proxy;org.talend.sdk.component;component-server-vault-proxy
land.sungbin:composable.reference.suppressor;land.sungbin;composable.reference.suppressor
com.sigpwned:aws-java-nio-spi-for-s3;com.sigpwned;aws-java-nio-spi-for-s3
com.pixelduke:FXParallax;com.pixelduke;FXParallax
io.github.marionete-data:marionete-kafka-connect-ftp;io.github.marionete-data;marionete-kafka-connect-ftp
io.github.marionete-data:kafka-connect-common;io.github.marionete-data;kafka-connect-common
io.github.marionete-data:stream-reactor;io.github.marionete-data;stream-reactor
org.webjars.npm:mathjax;org.webjars.npm;mathjax
org.wildfly.extras.reactive:wildfly-microprofile-testsuite-shared;org.wildfly.extras.reactive;wildfly-microprofile-testsuite-shared
org.wildfly.extras.reactive:wildfly-microprofile-build;org.wildfly.extras.reactive;wildfly-microprofile-build
org.wildfly.extras.reactive:wildfly-microprofile-reactive-feature-pack;org.wildfly.extras.reactive;wildfly-microprofile-reactive-feature-pack
org.wildfly.extras.reactive:wildfly-microprofile-context-propagation;org.wildfly.extras.reactive;wildfly-microprofile-context-propagation
org.wildfly.extras.reactive:wildfly-microprofile-context-propagation-mutiny-integration;org.wildfly.extras.reactive;wildfly-microprofile-context-propagation-mutiny-integration
org.wildfly.extras.reactive:wildfly-microprofile-context-propagation-parent;org.wildfly.extras.reactive;wildfly-microprofile-context-propagation-parent
org.wildfly.extras.reactive:wildfly-microprofile-subsystems;org.wildfly.extras.reactive;wildfly-microprofile-subsystems
org.wildfly.extras.reactive:wildfly-microprofile-provision-xml-verifier;org.wildfly.extras.reactive;wildfly-microprofile-provision-xml-verifier
org.wildfly.extras.reactive:wildfly-microprofile-reactive-parent;org.wildfly.extras.reactive;wildfly-microprofile-reactive-parent
io.github.apolo49.pixelmk:pixelmkmenu-1.18.2;io.github.apolo49.pixelmk;pixelmkmenu-1.18.2
com.xwc1125.chain5j:chain5j-jsonrpc;com.xwc1125.chain5j;chain5j-jsonrpc
io.github.mhqz:geckoview-default-omni-arm64-v8a;io.github.mhqz;geckoview-default-omni-arm64-v8a
com.fiatjaf:sn-unixsocket_native0.4_3;com.fiatjaf;sn-unixsocket_native0.4_3
io.getstream:avatarview-stream-integration;io.getstream;avatarview-stream-integration
io.getstream:avatarview-glide;io.getstream;avatarview-glide
io.getstream:avatarview-coil;io.getstream;avatarview-coil
io.getstream:avatarview;io.getstream;avatarview
org.scalatest:scalatest-maven-plugin;org.scalatest;scalatest-maven-plugin
org.virtuslab:iskra_3;org.virtuslab;iskra_3
io.github.ahmed-abdel-aziz:GenDriver;io.github.ahmed-abdel-aziz;GenDriver
com.github.gantsign.maven.plugin-tools:kotlin-maven-plugin-tools;com.github.gantsign.maven.plugin-tools;kotlin-maven-plugin-tools
com.github.gantsign.maven.plugin-tools:kotlin-maven-plugin-tools-parent;com.github.gantsign.maven.plugin-tools;kotlin-maven-plugin-tools-parent
io.gitlab.leewonjong29cm:FindEllipsizedTextExtension;io.gitlab.leewonjong29cm;FindEllipsizedTextExtension
io.github.gxszone:checkhelper;io.github.gxszone;checkhelper
org.reploop:json2-web;org.reploop;json2-web
org.reploop:json2-translator;org.reploop;json2-translator
org.reploop:mysql-parser;org.reploop;mysql-parser
org.reploop:reploop-parser;org.reploop;reploop-parser
org.reploop:protobuf-parser;org.reploop;protobuf-parser
org.reploop:go-parser;org.reploop;go-parser
org.reploop:parser-commons;org.reploop;parser-commons
org.reploop:thrift-parser;org.reploop;thrift-parser
org.reploop:json2-maven-plugin;org.reploop;json2-maven-plugin
org.reploop:java-parser;org.reploop;java-parser
org.reploop:json-parser;org.reploop;json-parser
org.reploop:json2-standalone;org.reploop;json2-standalone
com.ionoscloud.certmanager:ionos-cloud-sdk-certmanager;com.ionoscloud.certmanager;ionos-cloud-sdk-certmanager
io.github.obaid-rehman:bradsample;io.github.obaid-rehman;bradsample
dev.wirespec.jetmagic:jetmagic;dev.wirespec.jetmagic;jetmagic
com.diglol.crypto:random-watchosx86;com.diglol.crypto;random-watchosx86
com.diglol.crypto:random-mingwx86;com.diglol.crypto;random-mingwx86
com.diglol.crypto:random-linuxarm32hfp;com.diglol.crypto;random-linuxarm32hfp
com.diglol.crypto:random-iosarm32;com.diglol.crypto;random-iosarm32
com.diglol.crypto:pkc-watchosx86;com.diglol.crypto;pkc-watchosx86
com.diglol.crypto:otp-watchosx86;com.diglol.crypto;otp-watchosx86
com.diglol.crypto:mac-watchosx86;com.diglol.crypto;mac-watchosx86
com.diglol.crypto:pkc-iosarm32;com.diglol.crypto;pkc-iosarm32
com.diglol.crypto:otp-iosarm32;com.diglol.crypto;otp-iosarm32
com.diglol.crypto:mac-iosarm32;com.diglol.crypto;mac-iosarm32
com.diglol.crypto:kdf-watchosx86;com.diglol.crypto;kdf-watchosx86
com.diglol.crypto:crypto-watchosx86;com.diglol.crypto;crypto-watchosx86
com.diglol.crypto:hash-watchosx86;com.diglol.crypto;hash-watchosx86
com.diglol.crypto:kdf-iosarm32;com.diglol.crypto;kdf-iosarm32
com.diglol.crypto:hash-iosarm32;com.diglol.crypto;hash-iosarm32
com.diglol.crypto:crypto-iosarm32;com.diglol.crypto;crypto-iosarm32
com.diglol.crypto:common-watchosx86;com.diglol.crypto;common-watchosx86
com.diglol.crypto:cipher-watchosx86;com.diglol.crypto;cipher-watchosx86
com.diglol.crypto:common-mingwx86;com.diglol.crypto;common-mingwx86
io.github.fkie-cad:DEXSlib;io.github.fkie-cad;DEXSlib
com.diglol.crypto:aead-watchosx86;com.diglol.crypto;aead-watchosx86
com.diglol.crypto:common-linuxarm32hfp;com.diglol.crypto;common-linuxarm32hfp
com.diglol.crypto:common-iosarm32;com.diglol.crypto;common-iosarm32
com.diglol.crypto:cipher-iosarm32;com.diglol.crypto;cipher-iosarm32
com.diglol.crypto:aead-iosarm32;com.diglol.crypto;aead-iosarm32
com.tenqube:visual-theme;com.tenqube;visual-theme
com.github.meixuesong:aggregate-persistence;com.github.meixuesong;aggregate-persistence
com.phaller:spores3_3;com.phaller;spores3_3
io.github.dmitriy1morozov:sampleLibrary;io.github.dmitriy1morozov;sampleLibrary
com.crowdproj:kotlin-cor-watchosx86;com.crowdproj;kotlin-cor-watchosx86
com.crowdproj:kotlin-cor-iossimulatorarm64;com.crowdproj;kotlin-cor-iossimulatorarm64
net.jnellis:interleave;net.jnellis;interleave
com.coderhop:spring-rebound;com.coderhop;spring-rebound
org.webjars.npm:vaadin__tabs;org.webjars.npm;vaadin__tabs
org.webjars.npm:vaadin__vaadin-list-mixin;org.webjars.npm;vaadin__vaadin-list-mixin
io.github.i7mist:privacyannotationlib-android-sdk;io.github.i7mist;privacyannotationlib-android-sdk
dev.the-fireplace:Textbook-Forge;dev.the-fireplace;Textbook-Forge
dev.the-fireplace:Textbook-Fabric;dev.the-fireplace;Textbook-Fabric
dev.the-fireplace:Textbook-Common;dev.the-fireplace;Textbook-Common
net.benwoodworth.knbt:knbt-watchosx86;net.benwoodworth.knbt;knbt-watchosx86
io.stargate.web:sgv2-restapi;io.stargate.web;sgv2-restapi
io.stargate:sgv2-service-common;io.stargate;sgv2-service-common
io.bspk:httpsig;io.bspk;httpsig
com.unity3d.services.identifiers:unity-services-identifiers;com.unity3d.services.identifiers;unity-services-identifiers
in.zestic:spring-boot-parent;in.zestic;spring-boot-parent
com.rallyhealth:scalacheck-ops-joda_1-16_2.13;com.rallyhealth;scalacheck-ops-joda_1-16_2.13
com.rallyhealth:scalacheck-ops_1-16_2.13;com.rallyhealth;scalacheck-ops_1-16_2.13
com.rallyhealth:scalacheck-ops_1-16_2.12;com.rallyhealth;scalacheck-ops_1-16_2.12
com.rallyhealth:scalacheck-ops-joda_1-16_2.12;com.rallyhealth;scalacheck-ops-joda_1-16_2.12
com.rallyhealth:scalacheck-ops-joda_1-14_2.11;com.rallyhealth;scalacheck-ops-joda_1-14_2.11
com.rallyhealth:scalacheck-ops-joda_1-13_2.11;com.rallyhealth;scalacheck-ops-joda_1-13_2.11
com.rallyhealth:scalacheck-ops_1-12_2.11;com.rallyhealth;scalacheck-ops_1-12_2.11
com.rallyhealth:scalacheck-ops_1-13_2.11;com.rallyhealth;scalacheck-ops_1-13_2.11
com.rallyhealth:scalacheck-ops_1-14_2.11;com.rallyhealth;scalacheck-ops_1-14_2.11
com.rallyhealth:scalacheck-ops-joda_1-12_2.11;com.rallyhealth;scalacheck-ops-joda_1-12_2.11
io.github.luca992.dev.icerock.moko:resources-test;io.github.luca992.dev.icerock.moko;resources-test
io.github.luca992.dev.icerock.moko:resources-compose-android;io.github.luca992.dev.icerock.moko;resources-compose-android
io.github.luca992.dev.icerock.moko:resources-test-android;io.github.luca992.dev.icerock.moko;resources-test-android
io.github.luca992.dev.icerock.moko:resources;io.github.luca992.dev.icerock.moko;resources
io.github.luca992.dev.icerock.moko:resources-compose;io.github.luca992.dev.icerock.moko;resources-compose
io.github.luca992.dev.icerock.moko:resources-test-js;io.github.luca992.dev.icerock.moko;resources-test-js
io.github.luca992.dev.icerock.moko:resources-js;io.github.luca992.dev.icerock.moko;resources-js
io.github.luca992.dev.icerock.moko:resources-test-jvm;io.github.luca992.dev.icerock.moko;resources-test-jvm
io.github.luca992.dev.icerock.moko:resources-android;io.github.luca992.dev.icerock.moko;resources-android
io.github.luca992.dev.icerock.moko:resources-test-macosx64;io.github.luca992.dev.icerock.moko;resources-test-macosx64
io.github.luca992.dev.icerock.moko:resources-compose-jvm;io.github.luca992.dev.icerock.moko;resources-compose-jvm
io.github.luca992.dev.icerock.moko:resources-jvm;io.github.luca992.dev.icerock.moko;resources-jvm
io.github.luca992.dev.icerock.moko:resources-test-macosarm64;io.github.luca992.dev.icerock.moko;resources-test-macosarm64
io.github.luca992.dev.icerock.moko:resources-macosx64;io.github.luca992.dev.icerock.moko;resources-macosx64
io.github.luca992.dev.icerock.moko:resources-test-iosx64;io.github.luca992.dev.icerock.moko;resources-test-iosx64
io.github.luca992.dev.icerock.moko:resources-test-iossimulatorarm64;io.github.luca992.dev.icerock.moko;resources-test-iossimulatorarm64
io.github.luca992.dev.icerock.moko:resources-macosarm64;io.github.luca992.dev.icerock.moko;resources-macosarm64
io.github.luca992.dev.icerock.moko:resources-test-iosarm64;io.github.luca992.dev.icerock.moko;resources-test-iosarm64
io.github.luca992.dev.icerock.moko:resources-iosx64;io.github.luca992.dev.icerock.moko;resources-iosx64
io.github.luca992.dev.icerock.moko:resources-iossimulatorarm64;io.github.luca992.dev.icerock.moko;resources-iossimulatorarm64
io.github.luca992.dev.icerock.moko:resources-iosarm64;io.github.luca992.dev.icerock.moko;resources-iosarm64
com.ekotrope:codeartifact-maven-wagon;com.ekotrope;codeartifact-maven-wagon
io.github.sufyankhanrao:test-calculator-sdk;io.github.sufyankhanrao;test-calculator-sdk
com.ullink.slack:simpleslackapi;com.ullink.slack;simpleslackapi
com.globalmentor:globalmentor-mail;com.globalmentor;globalmentor-mail
org.appops:appops-br-impl-archetype;org.appops;appops-br-impl-archetype
org.appops:appops-br-slim-archetype;org.appops;appops-br-slim-archetype
org.appops:appops-br-log-service-impl;org.appops;appops-br-log-service-impl
org.appops:appops-br-scheduler-impl;org.appops;appops-br-scheduler-impl
org.appops:appops-br-cache-service-impl;org.appops;appops-br-cache-service-impl
