net.corda.cordapp.cordapp-configuration:net.corda.cordapp.cordapp-configuration.gradle.plugin;net.corda.cordapp.cordapp-configuration;net.corda.cordapp.cordapp-configuration.gradle.plugin
org.openmuc.framework:openmuc-driver-mqtt;org.openmuc.framework;openmuc-driver-mqtt
org.openmuc.framework:openmuc-driver-modbus;org.openmuc.framework;openmuc-driver-modbus
org.openmuc.framework:openmuc-driver-mbus;org.openmuc.framework;openmuc-driver-mbus
org.openmuc.framework:openmuc-driver-math;org.openmuc.framework;openmuc-driver-math
org.openmuc.framework:openmuc-driver-knx;org.openmuc.framework;openmuc-driver-knx
org.openmuc.framework:openmuc-driver-iec62056p21;org.openmuc.framework;openmuc-driver-iec62056p21
org.openmuc.framework:openmuc-driver-iec61850;org.openmuc.framework;openmuc-driver-iec61850
org.openmuc.framework:openmuc-driver-iec60870;org.openmuc.framework;openmuc-driver-iec60870
org.openmuc.framework:openmuc-driver-ehz;org.openmuc.framework;openmuc-driver-ehz
org.openmuc.framework:openmuc-driver-csv;org.openmuc.framework;openmuc-driver-csv
org.openmuc.framework:openmuc-driver-amqp;org.openmuc.framework;openmuc-driver-amqp
org.openmuc.framework:openmuc-driver-aggregator;org.openmuc.framework;openmuc-driver-aggregator
org.openmuc.framework:openmuc-datalogger-sql;org.openmuc.framework;openmuc-datalogger-sql
org.openmuc.framework:openmuc-datalogger-slotsdb;org.openmuc.framework;openmuc-datalogger-slotsdb
org.openmuc.framework:openmuc-datalogger-mqtt;org.openmuc.framework;openmuc-datalogger-mqtt
org.openmuc.framework:openmuc-datalogger-ascii;org.openmuc.framework;openmuc-datalogger-ascii
org.openmuc.framework:openmuc-datalogger-amqp;org.openmuc.framework;openmuc-datalogger-amqp
org.openmuc.framework:openmuc-core-spi;org.openmuc.framework;openmuc-core-spi
org.openmuc.framework:openmuc-core-datamanager;org.openmuc.framework;openmuc-core-datamanager
org.openmuc.framework:openmuc-core-api;org.openmuc.framework;openmuc-core-api
org.openmuc.framework:openmuc-app-simpledemo;org.openmuc.framework;openmuc-app-simpledemo
io.github.whitemagic2014:gpt-magic;io.github.whitemagic2014;gpt-magic
com.danielgmyers.flux.clients.swf:flux;com.danielgmyers.flux.clients.swf;flux
com.danielgmyers.flux.clients.swf:flux-spring;com.danielgmyers.flux.clients.swf;flux-spring
com.danielgmyers.flux.clients.swf:flux-guice;com.danielgmyers.flux.clients.swf;flux-guice
com.danielgmyers.flux.clients.swf:flux-testutils;com.danielgmyers.flux.clients.swf;flux-testutils
com.danielgmyers.flux.clients.swf:flux-common;com.danielgmyers.flux.clients.swf;flux-common
com.danielgmyers.flux.clients.swf:flux-swf-client-pom;com.danielgmyers.flux.clients.swf;flux-swf-client-pom
com.helger.phase4:phase4-spring-boot-demo;com.helger.phase4;phase4-spring-boot-demo
com.appier:woopra-android;com.appier;woopra-android
nl.gn0s1s:sbt-dotenv_sbt2.0.0-M2_3;nl.gn0s1s;sbt-dotenv_sbt2.0.0-M2_3
com.github.enalmada:play-silhouette-persistence-datomic_2.12;com.github.enalmada;play-silhouette-persistence-datomic_2.12
com.worksap.nlp:sudachi;com.worksap.nlp;sudachi
com.starmicronics:starmgsio;com.starmicronics;starmgsio
io.github.lxgaming:agent-sonatype;io.github.lxgaming;agent-sonatype
io.github.lxgaming:agent-generic;io.github.lxgaming;agent-generic
io.github.lxgaming:agent;io.github.lxgaming;agent
com.otaliastudios:transcoder;com.otaliastudios;transcoder
io.deepmedia.community:transcoder-android;io.deepmedia.community;transcoder-android
com.github.dreamroute:pager-spring-boot-starter;com.github.dreamroute;pager-spring-boot-starter
com.antgroup.antchain.openapi:openapi-tam;com.antgroup.antchain.openapi;openapi-tam
io.github.lxgaming:common-inject;io.github.lxgaming;common-inject
io.github.lxgaming:common-hosting;io.github.lxgaming;common-hosting
io.github.lxgaming:common;io.github.lxgaming;common
org.http4s:blaze-core_2.12;org.http4s;blaze-core_2.12
org.http4s:blaze-http_2.12;org.http4s;blaze-http_2.12
com.stripe:connectsdk;com.stripe;connectsdk
org.extism.sdk:extism;org.extism.sdk;extism
net.solarnetwork.node:net.solarnetwork.node.datum.solcast;net.solarnetwork.node;net.solarnetwork.node.datum.solcast
ru.astrainteractive.gradleplugin:minecraft;ru.astrainteractive.gradleplugin;minecraft
ru.astrainteractive.gradleplugin.minecraft.shadow:ru.astrainteractive.gradleplugin.minecraft.shadow.gradle.plugin;ru.astrainteractive.gradleplugin.minecraft.shadow;ru.astrainteractive.gradleplugin.minecraft.shadow.gradle.plugin
ru.astrainteractive.gradleplugin.minecraft.resource-processor:ru.astrainteractive.gradleplugin.minecraft.resource-processor.gradle.plugin;ru.astrainteractive.gradleplugin.minecraft.resource-processor;ru.astrainteractive.gradleplugin.minecraft.resource-processor.gradle.plugin
ru.astrainteractive.gradleplugin.stub.javadoc:ru.astrainteractive.gradleplugin.stub.javadoc.gradle.plugin;ru.astrainteractive.gradleplugin.stub.javadoc;ru.astrainteractive.gradleplugin.stub.javadoc.gradle.plugin
ru.astrainteractive.gradleplugin.root.info:ru.astrainteractive.gradleplugin.root.info.gradle.plugin;ru.astrainteractive.gradleplugin.root.info;ru.astrainteractive.gradleplugin.root.info.gradle.plugin
ru.astrainteractive.gradleplugin.publication:ru.astrainteractive.gradleplugin.publication.gradle.plugin;ru.astrainteractive.gradleplugin.publication;ru.astrainteractive.gradleplugin.publication.gradle.plugin
ru.astrainteractive.gradleplugin.publication.kmp-signing:ru.astrainteractive.gradleplugin.publication.kmp-signing.gradle.plugin;ru.astrainteractive.gradleplugin.publication.kmp-signing;ru.astrainteractive.gradleplugin.publication.kmp-signing.gradle.plugin
ru.astrainteractive.gradleplugin:convention;ru.astrainteractive.gradleplugin;convention
ru.astrainteractive.gradleplugin:android;ru.astrainteractive.gradleplugin;android
ru.astrainteractive.gradleplugin.java.core:ru.astrainteractive.gradleplugin.java.core.gradle.plugin;ru.astrainteractive.gradleplugin.java.core;ru.astrainteractive.gradleplugin.java.core.gradle.plugin
ru.astrainteractive.gradleplugin.android.publication:ru.astrainteractive.gradleplugin.android.publication.gradle.plugin;ru.astrainteractive.gradleplugin.android.publication;ru.astrainteractive.gradleplugin.android.publication.gradle.plugin
ru.astrainteractive.gradleplugin.dokka.root:ru.astrainteractive.gradleplugin.dokka.root.gradle.plugin;ru.astrainteractive.gradleplugin.dokka.root;ru.astrainteractive.gradleplugin.dokka.root.gradle.plugin
ru.astrainteractive.gradleplugin.android.namespace:ru.astrainteractive.gradleplugin.android.namespace.gradle.plugin;ru.astrainteractive.gradleplugin.android.namespace;ru.astrainteractive.gradleplugin.android.namespace.gradle.plugin
ru.astrainteractive.gradleplugin.dokka.module:ru.astrainteractive.gradleplugin.dokka.module.gradle.plugin;ru.astrainteractive.gradleplugin.dokka.module;ru.astrainteractive.gradleplugin.dokka.module.gradle.plugin
ru.astrainteractive.gradleplugin.android.core:ru.astrainteractive.gradleplugin.android.core.gradle.plugin;ru.astrainteractive.gradleplugin.android.core;ru.astrainteractive.gradleplugin.android.core.gradle.plugin
ru.astrainteractive.gradleplugin.detekt:ru.astrainteractive.gradleplugin.detekt.gradle.plugin;ru.astrainteractive.gradleplugin.detekt;ru.astrainteractive.gradleplugin.detekt.gradle.plugin
ru.astrainteractive.gradleplugin.android.compose:ru.astrainteractive.gradleplugin.android.compose.gradle.plugin;ru.astrainteractive.gradleplugin.android.compose;ru.astrainteractive.gradleplugin.android.compose.gradle.plugin
ru.astrainteractive.gradleplugin.detekt.compose:ru.astrainteractive.gradleplugin.detekt.compose.gradle.plugin;ru.astrainteractive.gradleplugin.detekt.compose;ru.astrainteractive.gradleplugin.detekt.compose.gradle.plugin
ru.astrainteractive.gradleplugin.android.apk.sign:ru.astrainteractive.gradleplugin.android.apk.sign.gradle.plugin;ru.astrainteractive.gradleplugin.android.apk.sign;ru.astrainteractive.gradleplugin.android.apk.sign.gradle.plugin
ru.astrainteractive.gradleplugin.android.apk.name:ru.astrainteractive.gradleplugin.android.apk.name.gradle.plugin;ru.astrainteractive.gradleplugin.android.apk.name;ru.astrainteractive.gradleplugin.android.apk.name.gradle.plugin
io.github.pdvrieze.xmlutil:xmlserializable-android;io.github.pdvrieze.xmlutil;xmlserializable-android
io.github.pdvrieze.xmlutil:serialutil-android;io.github.pdvrieze.xmlutil;serialutil-android
io.github.pdvrieze.xmlutil:serialization-android;io.github.pdvrieze.xmlutil;serialization-android
io.github.pdvrieze.xmlutil:coreCompat-watchosx64;io.github.pdvrieze.xmlutil;coreCompat-watchosx64
io.github.pdvrieze.xmlutil:coreCompat-watchossimulatorarm64;io.github.pdvrieze.xmlutil;coreCompat-watchossimulatorarm64
io.github.pdvrieze.xmlutil:coreCompat-watchosdevicearm64;io.github.pdvrieze.xmlutil;coreCompat-watchosdevicearm64
io.github.pdvrieze.xmlutil:coreCompat-watchosarm64;io.github.pdvrieze.xmlutil;coreCompat-watchosarm64
io.github.pdvrieze.xmlutil:coreCompat-watchosarm32;io.github.pdvrieze.xmlutil;coreCompat-watchosarm32
io.github.pdvrieze.xmlutil:coreCompat-wasm-wasi;io.github.pdvrieze.xmlutil;coreCompat-wasm-wasi
io.github.pdvrieze.xmlutil:coreCompat-wasm-js;io.github.pdvrieze.xmlutil;coreCompat-wasm-js
io.github.pdvrieze.xmlutil:coreCompat-tvosx64;io.github.pdvrieze.xmlutil;coreCompat-tvosx64
io.github.pdvrieze.xmlutil:coreCompat-tvossimulatorarm64;io.github.pdvrieze.xmlutil;coreCompat-tvossimulatorarm64
io.github.pdvrieze.xmlutil:coreCompat-tvosarm64;io.github.pdvrieze.xmlutil;coreCompat-tvosarm64
io.github.pdvrieze.xmlutil:coreCompat-mingwx64;io.github.pdvrieze.xmlutil;coreCompat-mingwx64
io.github.pdvrieze.xmlutil:coreCompat-macosx64;io.github.pdvrieze.xmlutil;coreCompat-macosx64
io.github.pdvrieze.xmlutil:coreCompat-macosarm64;io.github.pdvrieze.xmlutil;coreCompat-macosarm64
io.github.pdvrieze.xmlutil:coreCompat-linuxx64;io.github.pdvrieze.xmlutil;coreCompat-linuxx64
io.github.pdvrieze.xmlutil:coreCompat-linuxarm64;io.github.pdvrieze.xmlutil;coreCompat-linuxarm64
io.github.pdvrieze.xmlutil:coreCompat-linuxarm32hfp;io.github.pdvrieze.xmlutil;coreCompat-linuxarm32hfp
io.github.pdvrieze.xmlutil:coreCompat-js;io.github.pdvrieze.xmlutil;coreCompat-js
io.github.pdvrieze.xmlutil:coreCompat-jdk;io.github.pdvrieze.xmlutil;coreCompat-jdk
io.github.pdvrieze.xmlutil:coreCompat-iosx64;io.github.pdvrieze.xmlutil;coreCompat-iosx64
io.github.pdvrieze.xmlutil:coreCompat-iossimulatorarm64;io.github.pdvrieze.xmlutil;coreCompat-iossimulatorarm64
io.github.pdvrieze.xmlutil:coreCompat-iosarm64;io.github.pdvrieze.xmlutil;coreCompat-iosarm64
io.github.pdvrieze.xmlutil:coreCompat-android;io.github.pdvrieze.xmlutil;coreCompat-android
io.github.pdvrieze.xmlutil:coreCompat-androidnativex86;io.github.pdvrieze.xmlutil;coreCompat-androidnativex86
io.github.pdvrieze.xmlutil:coreCompat-androidnativex64;io.github.pdvrieze.xmlutil;coreCompat-androidnativex64
io.github.pdvrieze.xmlutil:coreCompat-androidnativearm64;io.github.pdvrieze.xmlutil;coreCompat-androidnativearm64
io.github.pdvrieze.xmlutil:coreCompat-androidnativearm32;io.github.pdvrieze.xmlutil;coreCompat-androidnativearm32
org.neo4j.gds:neo4j-kernel-adapter-5.25;org.neo4j.gds;neo4j-kernel-adapter-5.25
org.neo4j.gds:neo4j-kernel-adapter-5.24;org.neo4j.gds;neo4j-kernel-adapter-5.24
org.neo4j.gds:neo4j-kernel-adapter-5.23;org.neo4j.gds;neo4j-kernel-adapter-5.23
org.neo4j.gds:neo4j-kernel-adapter;org.neo4j.gds;neo4j-kernel-adapter
com.wallee:wallee-java-sdk;com.wallee;wallee-java-sdk
com.apollographql.ffs:apollo-kotlin-ffs;com.apollographql.ffs;apollo-kotlin-ffs
org.ops4j.pax.swissbox:pax-swissbox-extender;org.ops4j.pax.swissbox;pax-swissbox-extender
org.ops4j.pax.swissbox:samples;org.ops4j.pax.swissbox;samples
org.ops4j.pax.swissbox:pax-swissbox-property;org.ops4j.pax.swissbox;pax-swissbox-property
org.ops4j.pax.swissbox:pax-swissbox-core;org.ops4j.pax.swissbox;pax-swissbox-core
org.ops4j.pax.swissbox:pax-swissbox-bnd;org.ops4j.pax.swissbox;pax-swissbox-bnd
org.ops4j.pax.swissbox:pax-swissbox-lifecycle;org.ops4j.pax.swissbox;pax-swissbox-lifecycle
org.ops4j.pax:swissbox;org.ops4j.pax;swissbox
org.ops4j.pax.swissbox.samples:samples-manifest-extender;org.ops4j.pax.swissbox.samples;samples-manifest-extender
org.ops4j.pax.swissbox:pax-swissbox-tracker;org.ops4j.pax.swissbox;pax-swissbox-tracker
org.ops4j.pax.swissbox:pax-swissbox-framework;org.ops4j.pax.swissbox;pax-swissbox-framework
com.github.hiwepy:ishumei-spring-boot-starter;com.github.hiwepy;ishumei-spring-boot-starter
io.airlift:event;io.airlift;event
io.airlift:event-http;io.airlift;event-http
com.github.hiwepy:ip2region-spring-boot-starter;com.github.hiwepy;ip2region-spring-boot-starter
org.nuiton.matrix:nuiton-matrix-gui;org.nuiton.matrix;nuiton-matrix-gui
org.nuiton.matrix:nuiton-matrix;org.nuiton.matrix;nuiton-matrix
org.nuiton:matrix;org.nuiton;matrix
com.github.hiwepy:hikaricp-plus-spring-boot-starter;com.github.hiwepy;hikaricp-plus-spring-boot-starter
com.thecoderscorner.tcmenu:embedCONTROLCore;com.thecoderscorner.tcmenu;embedCONTROLCore
com.thecoderscorner.tcmenu:tcMenuJavaAPI;com.thecoderscorner.tcmenu;tcMenuJavaAPI
com.github.hiwepy:geoip-spring-boot-starter;com.github.hiwepy;geoip-spring-boot-starter
org.icij:ftm.java;org.icij;ftm.java
io.openliberty:openliberty-microProfile6;io.openliberty;openliberty-microProfile6
com.github.hiwepy:redistpl-plus-spring-boot-starter;com.github.hiwepy;redistpl-plus-spring-boot-starter
org.webjars.npm:google-maps-utility-library-v3-markerwithlabel;org.webjars.npm;google-maps-utility-library-v3-markerwithlabel
org.jboss.ironjacamar:fungal;org.jboss.ironjacamar;fungal
si.inova.tws:manager;si.inova.tws;manager
si.inova.tws:interstitial;si.inova.tws;interstitial
si.inova.tws:data;si.inova.tws;data
si.inova.tws:core;si.inova.tws;core
za.co.absa:atum_2.12;za.co.absa;atum_2.12
za.co.absa:atum-s3-sdk-extension_2.12;za.co.absa;atum-s3-sdk-extension_2.12
za.co.absa:atum-model_2.12;za.co.absa;atum-model_2.12
za.co.absa:atum_2.11;za.co.absa;atum_2.11
za.co.absa:atum-s3-sdk-extension_2.11;za.co.absa;atum-s3-sdk-extension_2.11
za.co.absa:atum-model_2.11;za.co.absa;atum-model_2.11
in.vectorpro.dropwizard:dropwizard-swagger;in.vectorpro.dropwizard;dropwizard-swagger
io.github.pseudoankit:coachmark;io.github.pseudoankit;coachmark
io.github.pseudoankit:coachmark-js;io.github.pseudoankit;coachmark-js
io.github.pseudoankit:coachmark-iosx64;io.github.pseudoankit;coachmark-iosx64
io.github.pseudoankit:coachmark-iossimulatorarm64;io.github.pseudoankit;coachmark-iossimulatorarm64
io.github.pseudoankit:coachmark-iosarm64;io.github.pseudoankit;coachmark-iosarm64
io.github.pseudoankit:coachmark-desktop;io.github.pseudoankit;coachmark-desktop
io.github.pseudoankit:coachmark-android;io.github.pseudoankit;coachmark-android
com.github.hiwepy:redisson-plus-spring-boot-starter;com.github.hiwepy;redisson-plus-spring-boot-starter
dev.openfeature.contrib.providers:multiprovider;dev.openfeature.contrib.providers;multiprovider
io.envoyproxy.envoymobile:envoy;io.envoyproxy.envoymobile;envoy
io.doorbell:android-sdk;io.doorbell;android-sdk
io.github.harveyhaha:mvvmyggd;io.github.harveyhaha;mvvmyggd
ru.astrainteractive.astralibs:menu-bukkit;ru.astrainteractive.astralibs;menu-bukkit
ru.astrainteractive.astralibs:exposed;ru.astrainteractive.astralibs;exposed
ru.astrainteractive.astralibs:core-bukkit;ru.astrainteractive.astralibs;core-bukkit
ru.astrainteractive.astralibs:core;ru.astrainteractive.astralibs;core
ru.astrainteractive.astralibs:command-bukkit;ru.astrainteractive.astralibs;command-bukkit
ru.astrainteractive.astralibs:command;ru.astrainteractive.astralibs;command
com.github.xiashuai-mr:voice-command-sdk-java;com.github.xiashuai-mr;voice-command-sdk-java
io.github.cdklabs:cdk-codepipeline-extensions;io.github.cdklabs;cdk-codepipeline-extensions
io.smallrye.stork:stork-test-utils;io.smallrye.stork;stork-test-utils
io.smallrye.stork:stork-spring-boot-config;io.smallrye.stork;stork-spring-boot-config
io.smallrye.stork:stork-service-registration-static-list;io.smallrye.stork;stork-service-registration-static-list
io.smallrye.stork:stork-service-registration-eureka;io.smallrye.stork;stork-service-registration-eureka
io.smallrye.stork:stork-service-registration-consul;io.smallrye.stork;stork-service-registration-consul
io.smallrye.stork:stork-service-discovery-static-list;io.smallrye.stork;stork-service-discovery-static-list
io.smallrye.stork:stork-service-discovery-kubernetes;io.smallrye.stork;stork-service-discovery-kubernetes
io.smallrye.stork:stork-service-discovery-knative;io.smallrye.stork;stork-service-discovery-knative
io.smallrye.stork:stork-service-discovery-eureka;io.smallrye.stork;stork-service-discovery-eureka
io.smallrye.stork:stork-service-discovery-dns;io.smallrye.stork;stork-service-discovery-dns
io.smallrye.stork:stork-service-discovery-consul;io.smallrye.stork;stork-service-discovery-consul
io.smallrye.stork:stork-service-discovery-composite;io.smallrye.stork;stork-service-discovery-composite
io.smallrye.stork:stork-parent;io.smallrye.stork;stork-parent
io.smallrye.stork:stork-microprofile-config;io.smallrye.stork;stork-microprofile-config
io.smallrye.stork:stork-load-balancer-sticky;io.smallrye.stork;stork-load-balancer-sticky
io.smallrye.stork:stork-load-balancer-random;io.smallrye.stork;stork-load-balancer-random
io.smallrye.stork:stork-load-balancer-power-of-two-choices;io.smallrye.stork;stork-load-balancer-power-of-two-choices
io.smallrye.stork:stork-load-balancer-least-response-time;io.smallrye.stork;stork-load-balancer-least-response-time
io.smallrye.stork:stork-load-balancer-least-requests;io.smallrye.stork;stork-load-balancer-least-requests
io.smallrye.stork:stork-doc;io.smallrye.stork;stork-doc
io.smallrye.stork:stork-core;io.smallrye.stork;stork-core
io.smallrye.stork:stork-configuration-generator;io.smallrye.stork;stork-configuration-generator
io.smallrye.stork:stork-bom;io.smallrye.stork;stork-bom
io.smallrye.stork:stork-api;io.smallrye.stork;stork-api
org.linkki-framework:linkki-vaadin23-testbench-extension;org.linkki-framework;linkki-vaadin23-testbench-extension
org.linkki-framework.archetypes:linkki-archetype-plain-application-vaadin23;org.linkki-framework.archetypes;linkki-archetype-plain-application-vaadin23
org.linkki-framework.archetypes:linkki-archetype-spring-application-vaadin23;org.linkki-framework.archetypes;linkki-archetype-spring-application-vaadin23
org.linkki-framework.archetypes:linkki-archetypes-vaadin23;org.linkki-framework.archetypes;linkki-archetypes-vaadin23
org.linkki-framework:linkki-ips-vaadin23;org.linkki-framework;linkki-ips-vaadin23
org.linkki-framework:linkki-application-framework-vaadin23;org.linkki-framework;linkki-application-framework-vaadin23
org.linkki-framework:linkki-core-nestedcomponent-vaadin23;org.linkki-framework;linkki-core-nestedcomponent-vaadin23
org.linkki-framework:linkki-vaadin23-component;org.linkki-framework;linkki-vaadin23-component
org.linkki-framework:linkki-core-vaadin23;org.linkki-framework;linkki-core-vaadin23
org.linkki-framework:linkki-vaadin23-test;org.linkki-framework;linkki-vaadin23-test
org.linkki-framework:linkki-vaadin23;org.linkki-framework;linkki-vaadin23
org.komamitsu:fluency-treasuredata;org.komamitsu;fluency-treasuredata
org.komamitsu:fluency-fluentd-ext;org.komamitsu;fluency-fluentd-ext
